"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Household type","Number of households, 2006","Number of households, 2016","Median household total income (2015 constant dollars), 2005","Median household total income (2015 constant dollars), 2015","Median household total income (2015 constant dollars), % change","Median household after-tax income (2015 constant dollars), 2005","Median household after-tax income (2015 constant dollars), 2015","Median household after-tax income (2015 constant dollars), % change"
"603","Winkler","CA","Manitoba","46","",3.5,"00000","    Other census-family households",230,375,68456,97856,42.9,62531,85760,37.1
"603","Winkler","CA","Manitoba","46","",3.5,"00000","  Non-census-family households",1835,2395,23981,32768,36.6,22625,29440,30.1
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","Total – Household type including census family structure",4250,6025,52640,61355,16.6,47168,54493,15.5
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","  Census-family households",3050,4255,63216,74752,18.2,56370,65957,17.0
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","    Households consisting of only one census family without additional persons",2845,3945,63146,72731,15.2,56161,64256,14.4
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","      One couple, with or without children in their census family",2575,3505,67114,76664,14.2,59277,67328,13.6
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","        One couple, without children in their census family",1235,1700,54730,66347,21.2,48030,59046,22.9
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","        One couple, with children in their census family",1340,1805,79737,86067,7.9,69289,74470,7.5
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","      One lone-parent census family",270,435,34833,42944,23.3,34392,40474,17.7
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","    Other census-family households",205,315,65886,101376,53.9,60981,88832,45.7
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","  Non-census-family households",1195,1765,28957,32427,12.0,25975,29600,14.0
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","Total – Household type including census family structure",5215,5575,50894,58368,14.7,45793,51499,12.5
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","  Census-family households",3315,3460,67108,78106,16.4,58599,67864,15.8
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","    Households consisting of only one census family without additional persons",3125,3175,66242,77834,17.5,57776,67213,16.3
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","      One couple, with or without children in their census family",2510,2495,76406,88111,15.3,64354,75150,16.8
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","        One couple, without children in their census family",1235,1355,65476,78010,19.1,57284,66560,16.2
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","        One couple, with children in their census family",1275,1140,90037,103322,14.8,75408,87808,16.4
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","      One lone-parent census family",610,680,33470,43104,28.8,32337,40160,24.2
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","    Other census-family households",190,290,76815,86528,12.6,67860,75776,11.7
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","  Non-census-family households",1900,2115,27480,35399,28.8,25747,31040,20.6
"610","Brandon","CA","Manitoba","46","",3.6,"00000","Total – Household type including census family structure",20940,23645,56491,69656,23.3,48913,59625,21.9
"610","Brandon","CA","Manitoba","46","",3.6,"00000","  Census-family households",13565,15465,75230,88569,17.7,63433,75096,18.4
"610","Brandon","CA","Manitoba","46","",3.6,"00000","    Households consisting of only one census family without additional persons",12835,14290,74568,87729,17.6,63040,74033,17.4
"610","Brandon","CA","Manitoba","46","",3.6,"00000","      One couple, with or without children in their census family",11255,12265,79536,94548,18.9,66807,79226,18.6
"610","Brandon","CA","Manitoba","46","",3.6,"00000","        One couple, without children in their census family",5705,6195,68030,83739,23.1,58337,70470,20.8
"610","Brandon","CA","Manitoba","46","",3.6,"00000","        One couple, with children in their census family",5555,6070,93749,106900,14.0,77680,89120,14.7
"610","Brandon","CA","Manitoba","46","",3.6,"00000","      One lone-parent census family",1580,2020,36278,45111,24.3,34371,42065,22.4
"610","Brandon","CA","Manitoba","46","",3.6,"00000","    Other census-family households",735,1180,78817,100571,27.6,70973,87859,23.8
"610","Brandon","CA","Manitoba","46","",3.6,"00000","  Non-census-family households",7375,8175,31456,40375,28.4,28152,35046,24.5
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Total – Household type including census family structure",4810,4910,80876,96465,19.3,67238,78473,16.7
"640","Thompson","CA","Manitoba","46","",5.0,"00100","  Census-family households",3545,3505,96120,114375,19.0,77794,93093,19.7
"640","Thompson","CA","Manitoba","46","",5.0,"00100","    Households consisting of only one census family without additional persons",3150,3005,95353,113436,19.0,77187,91691,18.8
"640","Thompson","CA","Manitoba","46","",5.0,"00100","      One couple, with or without children in their census family",2500,2375,112318,128683,14.6,90765,102951,13.4
"640","Thompson","CA","Manitoba","46","",5.0,"00100","        One couple, without children in their census family",930,950,102361,118613,15.9,81162,94293,16.2
"640","Thompson","CA","Manitoba","46","",5.0,"00100","        One couple, with children in their census family",1570,1425,119322,135936,13.9,94466,108316,14.7
"640","Thompson","CA","Manitoba","46","",5.0,"00100","      One lone-parent census family",645,635,35630,54592,53.2,34754,50944,46.6
"640","Thompson","CA","Manitoba","46","",5.0,"00100","    Other census-family households",405,495,103413,120371,16.4,87301,102554,17.5
"640","Thompson","CA","Manitoba","46","",5.0,"00100","  Non-census-family households",1260,1410,48696,61056,25.4,41668,50368,20.9
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Total – Household type including census family structure",80640,94955,65897,84447,28.1,56444,72372,28.2
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","  Census-family households",53090,63165,86850,108409,24.8,73368,91731,25.0
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","    Households consisting of only one census family without additional persons",49545,57560,86755,107316,23.7,73048,90521,23.9
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","      One couple, with or without children in their census family",41305,49040,95830,117287,22.4,79754,97759,22.6
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","        One couple, without children in their census family",19385,23600,80585,100588,24.8,67427,84437,25.2
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","        One couple, with children in their census family",21915,25435,109078,134105,22.9,91160,111561,22.4
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","      One lone-parent census family",8240,8525,46444,58848,26.7,42322,53794,27.1
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","    Other census-family households",3545,5605,88372,118952,34.6,77670,104529,34.6
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","  Non-census-family households",27550,31790,37202,48342,29.9,32292,41789,29.4
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Total – Household type including census family structure",7500,7980,49329,69314,40.5,44851,61210,36.5
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","  Census-family households",4830,5225,68478,90752,32.5,60111,79142,31.7
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","    Households consisting of only one census family without additional persons",4565,4860,70308,89976,28.0,61166,78005,27.5
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","      One couple, with or without children in their census family",4005,4220,74985,97084,29.5,63742,83210,30.5
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","        One couple, without children in their census family",2125,2335,64786,81360,25.6,55626,70976,27.6
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","        One couple, with children in their census family",1880,1885,86830,117888,35.8,75771,100693,32.9
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","      One lone-parent census family",570,640,40826,52480,28.5,38263,49216,28.6
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","    Other census-family households",265,365,46194,104107,125.4,45938,92075,100.4
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","  Non-census-family households",2660,2755,23550,35040,48.8,22195,31787,43.2
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","Total – Household type including census family structure",14125,15010,54651,69080,26.4,47713,60645,27.1
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","  Census-family households",9030,9500,73459,93298,27.0,63509,80357,26.5
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","    Households consisting of only one census family without additional persons",8630,8925,73385,92241,25.7,63222,79262,25.4
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","      One couple, with or without children in their census family",7280,7555,80059,100998,26.2,67192,85776,27.7
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","        One couple, without children in their census family",3665,4050,68702,85445,24.4,59275,73509,24.0
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","        One couple, with children in their census family",3610,3510,92326,121226,31.3,78093,102030,30.7
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","      One lone-parent census family",1355,1370,37140,49184,32.4,34571,46240,33.8
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","    Other census-family households",395,575,77666,111957,44.2,68684,98688,43.7
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","  Non-census-family households",5095,5510,28963,37916,30.9,26492,33730,27.3
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","Total – Household type including census family structure",7230,7855,56064,74642,33.1,48689,64689,32.9
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","  Census-family households",4745,5140,75655,98206,29.8,64490,84256,30.6
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","    Households consisting of only one census family without additional persons",4545,4900,75477,97536,29.2,64232,83590,30.1
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","      One couple, with or without children in their census family",4055,4390,80110,103642,29.4,68440,88018,28.6
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","        One couple, without children in their census family",2240,2395,67861,86036,26.8,58720,74496,26.9
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","        One couple, with children in their census family",1810,2000,92645,125568,35.5,78178,105838,35.4
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","      One lone-parent census family",485,510,40276,51456,27.8,38345,47957,25.1
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","    Other census-family households",200,245,79654,107520,35.0,72736,95744,31.6
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","  Non-census-family households",2490,2715,29396,38987,32.6,26994,34472,27.7
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","Total – Household type including census family structure",95735,115280,60586,82999,37.0,52624,71621,36.1
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","  Census-family households",62640,77395,80690,105222,30.4,68464,89729,31.1
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","    Households consisting of only one census family without additional persons",58475,70265,80328,104202,29.7,67968,88536,30.3
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","      One couple, with or without children in their census family",49385,60960,87831,112206,27.8,73824,94489,28.0
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","        One couple, without children in their census family",23275,28910,75586,97205,28.6,63644,82246,29.2
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","        One couple, with children in their census family",26115,32050,99270,127113,28.0,83518,106799,27.9
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","      One lone-parent census family",9090,9305,41059,55352,34.8,38984,51142,31.2
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","    Other census-family households",4165,7130,85651,115743,35.1,75774,102067,34.7
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","  Non-census-family households",33090,37890,33370,46673,39.9,29369,40692,38.6
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","Total – Household type including census family structure",7255,7925,50415,66931,32.8,45395,59563,31.2
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","  Census-family households",4790,5205,66803,88253,32.1,58326,77046,32.1
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","    Households consisting of only one census family without additional persons",4385,4735,66922,87317,30.5,58197,76062,30.7
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","      One couple, with or without children in their census family",3570,3785,76255,99692,30.7,65565,85712,30.7
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","        One couple, without children in their census family",1785,2000,66518,87223,31.1,57397,74969,30.6
